ビデオシリアル番号,AI解析結果,確認者,確認者名,確認日時,承認者,承認者名,承認日時,日付,管轄拠点,拠点名,カメラ名,レビュー件数,タイムスタンプ1,コメント1,レビュー1,レビュー日時1,備考1,タイムスタンプ2,コメント2,レビュー2,レビュー日時2,備考2,タイムスタンプ3,コメント3,レビュー3,レビュー日時3,備考3,タイムスタンプ4,コメント4,レビュー4,レビュー日時4,備考4,タイムスタンプ5,コメント5,レビュー5,レビュー日時5,備考5,タイムスタンプ6,コメント6,レビュー6,レビュー日時6,備考6,タイムスタンプ7,コメント7,レビュー7,レビュー日時7,備考7,タイムスタンプ8,コメント8,レビュー8,レビュー日時8,備考8,タイムスタンプ9,コメント9,レビュー9,レビュー日時9,備考9,タイムスタンプ10,コメント10,レビュー10,レビュー日時10,備考10
1049565,NG,,,,,,,5/19/2026 9:20,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049560,NG,,,,,,,5/19/2026 9:20,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049555,NG,,,,,,,5/19/2026 9:20,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049553,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049552,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049551,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049549,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第２　メディカルロジスティクスセンター,○【伊勢崎】南側バースAPI1_OWHISKC0038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049546,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E棟カメラ1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049544,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】A棟カメラ1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049543,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】 B棟カメラ1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049540,NG,,,,,,,5/19/2026 9:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F南出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049539,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049538,NG,,,,,,,5/19/2026 9:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049537,NG,,,,,,,5/19/2026 9:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟1F高層棚前シャッター,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049536,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】C扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049532,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049531,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】Ｂ棟１階カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049530,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】A扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049527,NG,,,,,,,5/19/2026 9:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-垂直搬送機前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049521,NG,,,,,,,5/19/2026 9:20,関西支店,岡山第１　メディカルロジスティクスセンター（MRC岡山内）,●【中国センター】1Fバース全体_階段の出入り‐API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049518,NG,,,,,,,5/19/2026 9:20,関西支店,岡山第１　メディカルロジスティクスセンター（MRC岡山内）,●【中国センター】倉庫内_1F-3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049515,NG,,,,,,,5/19/2026 9:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049514,NG,,,,,,,5/19/2026 9:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ２-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049508,NG,,,,,,,5/19/2026 9:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049506,NG,,,,,,,5/19/2026 9:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049505,NG,,,,,,,5/19/2026 9:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】北西側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049502,NG,,,,,,,5/19/2026 9:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】北東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049501,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南EV・扉_OWHCNWC0030-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049499,NG,,,,,,,5/19/2026 9:20,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ1_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049498,NG,,,,,,,5/19/2026 9:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049497,NG,,,,,,,5/19/2026 9:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F東シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049491,NG,,,,,,,5/19/2026 9:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】北棟１F西シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049484,NG,,,,,,,5/19/2026 9:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049480,NG,,,,,,,5/19/2026 9:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049478,NG,,,,,,,5/19/2026 9:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049472,NG,,,,,,,5/19/2026 9:20,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049471,NG,,,,,,,5/19/2026 9:20,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム4-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049469,NG,,,,,,,5/19/2026 9:20,,高崎第３　メディカルロジスティクスセンター,○【高崎第3MLC】第5倉庫1階 出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049464,NG,,,,,,,5/19/2026 9:20,,高崎第３　メディカルロジスティクスセンター,○【高崎第3MLC】第2倉庫2階 向精神薬・毒薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049463,NG,,,,,,,5/19/2026 9:20,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049457,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南1バース_OWHCNWC0029-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049455,NG,,,,,,,5/19/2026 9:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049442,NG,,,,,,,5/19/2026 9:10,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049438,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049437,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049436,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049432,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049424,NG,,,,,,,5/19/2026 9:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-5号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049422,NG,,,,,,,5/19/2026 9:10,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049418,NG,,,,,,,5/19/2026 9:10,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】Ｂ棟１階カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049416,NG,,,,,,,5/19/2026 9:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049361,NG,,,,,,,5/19/2026 9:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049359,NG,,,,,,,5/19/2026 9:10,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049356,NG,,,,,,,5/19/2026 9:10,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049349,NG,,,,,,,5/19/2026 9:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_出入口_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049348,NG,,,,,,,5/19/2026 9:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049343,NG,,,,,,,5/19/2026 9:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-5号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049340,NG,,,,,,,5/19/2026 9:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049338,NG,,,,,,,5/19/2026 9:00,関西支店,岡山第１　メディカルロジスティクスセンター（MRC岡山内）,●【中国センター】倉庫内_1F-3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049332,NG,,,,,,,5/19/2026 9:00,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】Ｂ棟１階カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049331,NG,,,,,,,5/19/2026 9:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-事務所側-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049327,NG,NG,,5/19/2026 10:04,,,,5/19/2026 9:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-4号倉庫-API,1,2:32,MissingBib,,5/19/2026 10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049321,NG,,,,,,,5/19/2026 9:00,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ２-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049309,NG,NG,,5/19/2026 10:03,,,,5/19/2026 9:00,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,1,9:47,MissingBib,,5/19/2026 10:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049305,NG,,,,,,,5/19/2026 9:00,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049302,NG,,,,,,,5/19/2026 9:00,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049301,NG,,,,,,,5/19/2026 9:00,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049300,NG,,,,,,,5/19/2026 9:00,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049288,NG,,,,,,,5/19/2026 9:00,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049281,NG,,,,,,,5/19/2026 9:00,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049280,NG,,,,,,,5/19/2026 9:00,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ３-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049271,NG,,,,,,,5/19/2026 9:00,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049268,NG,,,,,,,5/19/2026 9:00,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】北西側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049266,NG,,,,,,,5/19/2026 9:00,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ1_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049264,NG,,,,,,,5/19/2026 9:00,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ2_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049262,NG,,,,,,,5/19/2026 9:00,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ3_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049248,NG,NG,NQY-01,5/19/2026 10:18,,,,5/19/2026 9:00,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_出荷場5-API,1,4:14,MissingHelmet,NQY-01,5/19/2026 10:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049239,NG,NG,NQY-01,5/19/2026 10:20,,,,5/19/2026 9:00,,高崎第３　メディカルロジスティクスセンター,○【高崎第3MLC】第5倉庫1階 出入口,1,1:37,MissingBib,NQY-01,5/19/2026 10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049238,NG,NG,NQY-01,5/19/2026 10:20,,,,5/19/2026 9:00,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Bブロック_シートシャッター_API,1,3:07,MissingHelmet,NQY-01,5/19/2026 10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049237,NG,NG,NQY-01,5/19/2026 10:21,,,,5/19/2026 9:00,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Eブロック_EV_API,1,1:30,MissingHelmet,NQY-01,5/19/2026 10:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049235,NG,NG,NQY-01,5/19/2026 10:21,,,,5/19/2026 9:00,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_出入口_API,1,3:15,MissingHelmet,NQY-01,5/19/2026 10:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049232,NG,NG,NQY-01,5/19/2026 10:22,,,,5/19/2026 9:00,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_EV_API,1,0:22,MissingHelmet,NQY-01,5/19/2026 10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049228,NG,,,,,,,5/18/2026 17:50,,高崎第３　メディカルロジスティクスセンター,○【高崎第3MLC】第5倉庫1階 出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049211,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049210,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049209,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049205,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049200,NG,,,,,,,5/18/2026 17:50,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F南出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049190,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049187,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム05-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049184,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム06-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049176,NG,,,,,,,5/18/2026 17:50,関西支店,岡山第１　メディカルロジスティクスセンター（MRC岡山内）,●【中国センター】倉庫内_1F-3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049175,NG,,,,,,,5/18/2026 17:50,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FC棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049167,NG,,,,,,,5/18/2026 17:50,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049164,NG,,,,,,,5/18/2026 17:50,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ６-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049160,NG,,,,,,,5/18/2026 17:50,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049159,NG,,,,,,,5/18/2026 17:50,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049157,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南1バース_OWHCNWC0029-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049154,NG,,,,,,,5/18/2026 17:50,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049147,NG,,,,,,,5/18/2026 17:50,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F東シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049139,NG,,,,,,,5/18/2026 17:50,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049131,NG,,,,,,,5/18/2026 17:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049128,NG,,,,,,,5/18/2026 17:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049125,NG,,,,,,,5/18/2026 17:50,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049100,NG,,,,,,,5/18/2026 17:40,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
